col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16
33,1,0,1,0,0,1,0,24,39,46,34,35,20,1,570
89,1,0,0,0,0,0,1,61,54,54,46,55,48,1,830
82,1,1,0,0,1,0,1,56,45,60,57,52,51,6,820
19,1,0,0,0,1,0,0,62,60,47,53,62,49,2,930
29,0,0,1,0,1,0,1,54,57,43,57,47,51,2,0
31,1,1,0,1,0,1,1,38,42,46,36,38,40,8,520
3,0,1,0,1,0,0,0,39,51,42,35,26,44,2,0
36,1,0,0,0,1,0,1,49,51,59,50,49,47,3,760
50,1,0,0,0,1,0,0,51,64,49,63,62,53,1,1090
51,0,0,0,0,1,0,0,46,45,58,50,49,56,3,0
68,0,0,0,0,0,0,0,55,51,66,50,55,44,3,0
75,0,1,0,1,0,2,0,37,48,53,51,42,63,7,0
32,0,0,1,0,1,0,0,40,47,41,51,51,43,5,0
60,0,0,0,0,0,0,1,39,52,49,53,42,66,1,0
72,0,0,1,0,1,0,1,59,69,53,64,51,46,3,0
53,1,0,0,0,0,0,1,49,54,46,45,44,49,5,690
14,0,1,0,0,1,1,0,36,39,46,38,42,47,9,0
96,0,1,0,1,0,0,1,61,63,62,49,44,49,2,0
48,0,0,1,0,1,0,1,54,60,51,59,44,46,2,0
49,0,0,0,0,1,0,0,61,49,35,51,51,58,3,0
86,0,1,0,1,0,1,1,39,48,33,59,47,48,5,0
94,0,0,0,1,0,0,0,66,57,52,54,62,54,8,0
42,0,0,0,1,0,0,0,56,54,61,53,46,49,6,0
91,0,0,0,0,0,0,1,47,51,48,57,44,57,3,0
10,0,1,0,1,0,0,1,34,45,36,40,33,23,1,0
31,0,0,0,1,0,0,1,49,33,39,46,40,46,9,0
54,1,0,1,0,1,0,0,51,58,60,55,64,55,2,900
58,1,1,0,1,0,0,1,62,69,57,56,58,59,4,1040
80,0,0,1,0,1,0,0,59,66,46,45,62,44,4,0
5,0,1,0,1,0,0,1,54,36,43,22,35,38,1,0
90,0,0,0,0,1,0,1,51,39,50,55,53,57,2,0
27,0,1,0,0,0,0,1,49,72,46,49,47,63,4,0
23,0,1,0,1,0,0,0,51,37,57,52,38,53,2,0
84,0,0,0,0,0,0,1,64,45,48,57,67,54,2,0
42,1,0,1,0,0,0,1,64,60,62,60,60,54,2,830
85,1,0,1,0,1,0,1,64,72,51,62,58,47,2,1200
17,1,0,1,0,1,0,1,45,60,66,40,55,51,2,750
63,0,0,1,0,1,0,1,52,48,59,54,49,47,3,0
77,1,1,0,0,1,3,0,45,54,66,60,67,71,2,1060
47,0,1,0,0,1,0,1,49,42,50,49,46,57,2,0
96,1,0,0,0,1,0,1,61,52,49,58,60,57,3,1040
19,0,1,0,0,0,0,0,61,60,49,59,53,62,2,0
67,1,0,0,0,1,0,0,51,60,44,53,55,50,3,970
69,1,0,1,0,1,0,1,66,61,61,60,64,57,2,1040
40,0,1,0,1,0,1,1,39,30,29,30,31,28,9,0
10,0,1,0,1,0,0,0,42,43,36,45,38,35,5,0
71,1,0,1,0,1,0,0,66,57,59,59,65,53,0,1060
68,0,0,0,0,0,0,1,46,48,37,59,53,68,2,0
56,0,0,0,0,1,0,0,51,45,49,52,47,50,2,0
28,0,0,1,0,1,0,1,44,49,55,55,37,49,4,0
88,1,0,1,0,0,0,0,66,69,55,55,62,54,1,1230
77,1,0,1,0,1,0,0,49,48,64,60,64,55,8,880
63,0,0,1,0,1,0,1,51,51,50,53,51,51,3,0
91,1,0,1,0,1,0,1,61,66,50,55,64,55,4,950
94,0,0,1,0,1,0,0,66,63,61,59,62,57,3,0
52,0,1,0,0,0,0,1,64,52,46,54,53,56,3,0
90,1,0,1,0,1,0,1,61,69,55,63,55,50,2,1120
28,0,1,0,0,0,0,1,39,45,53,45,38,54,4,0
84,1,0,0,1,0,0,0,51,63,49,62,67,52,6,1150
64,0,0,0,1,0,0,0,37,60,57,39,55,50,1,0
21,0,0,0,0,0,0,0,39,30,43,26,31,18,3,0
36,1,1,0,0,1,0,1,38,42,44,55,55,48,1,690
96,1,0,0,0,0,0,1,61,69,40,64,62,61,1,960
40,0,0,0,0,0,0,1,54,57,39,39,58,40,2,0
23,0,0,1,1,0,1,1,42,39,35,52,44,52,6,0
57,1,0,0,0,0,2,1,49,57,64,58,41,54,1,600
62,0,0,1,0,1,0,0,44,60,37,33,44,44,3,0
74,0,1,0,0,0,0,1,59,63,66,63,52,53,2,0
65,0,0,0,0,0,0,1,49,48,44,49,44,54,3,0
55,0,0,1,0,0,0,1,46,54,64,46,51,50,6,0
51,0,0,0,0,0,0,0,61,46,52,54,65,42,1,0
71,0,1,0,1,0,0,1,59,53,52,57,47,52,3,0
89,0,0,0,0,0,3,1,32,33,42,59,46,61,2,0
11,0,1,0,1,0,0,0,49,51,32,45,46,55,9,0
42,0,0,0,0,1,0,0,61,60,44,56,47,53,9,0
16,0,0,0,0,0,0,1,51,51,45,59,40,49,4,0
87,0,0,1,0,1,0,1,42,54,62,43,58,69,5,0
39,1,0,0,1,0,0,0,53,48,37,46,49,40,1,670
67,0,0,1,0,0,0,1,59,51,56,47,44,46,1,0
98,0,0,1,0,0,0,0,51,51,61,58,58,55,2,0
80,0,0,1,0,0,0,1,56,60,64,56,51,45,5,0
16,0,0,0,1,0,0,1,55,57,44,54,45,39,4,0
63,0,0,0,0,0,0,1,35,45,60,57,42,57,1,0
7,0,1,0,1,0,0,0,51,45,42,47,44,44,4,0
41,0,0,0,0,0,0,0,55,69,51,54,60,58,2,0
94,1,0,1,0,1,0,0,60,69,51,62,67,59,1,1210
12,0,0,0,1,0,0,0,42,42,41,34,37,29,2,0
29,0,0,0,0,1,0,0,54,51,30,52,51,50,1,0
42,0,1,0,0,0,2,1,32,45,61,49,40,45,3,0
38,1,0,0,0,1,0,0,59,60,37,57,65,50,2,930
49,0,1,0,1,0,0,1,45,48,43,26,44,52,4,0
15,0,0,0,0,0,0,0,41,40,46,42,35,51,1,0
50,1,0,1,0,1,0,1,44,57,62,40,51,49,2,880
12,0,0,1,0,1,0,0,44,42,35,53,47,52,8,0
32,0,0,0,1,0,0,0,53,54,49,54,44,48,7,0
73,0,0,0,0,0,0,0,64,45,63,59,67,39,2,0
54,0,1,0,0,0,0,1,51,45,61,49,44,28,1,0
62,1,0,1,0,1,0,0,46,66,52,65,58,48,3,1080
54,0,0,0,0,0,0,1,51,48,62,61,47,53,3,0
60,0,1,0,1,0,0,0,29,45,41,51,49,51,2,0
57,0,1,0,0,1,0,1,32,37,46,24,33,23,3,0
88,1,0,0,1,0,1,1,61,63,38,55,64,45,2,920
78,0,1,0,0,0,0,0,49,51,61,62,52,51,1,0
90,0,1,0,1,0,0,1,56,42,50,47,53,57,1,0
73,0,1,0,1,0,0,0,46,48,44,32,46,19,2,0
87,1,0,1,0,1,0,1,62,58,61,54,59,61,2,970
77,1,1,0,0,1,0,1,51,63,51,51,60,43,3,960
69,1,0,1,0,1,0,1,64,72,55,59,60,50,3,1040
30,1,0,1,0,1,0,1,61,45,49,55,49,54,3,840
35,0,1,0,1,0,1,0,42,37,36,30,40,37,4,0
23,0,1,0,1,0,0,1,45,39,66,49,34,58,2,0
65,1,0,1,0,1,0,0,55,55,48,64,62,44,2,980
31,0,0,0,0,0,0,0,37,42,62,34,37,34,8,0
45,1,0,0,0,0,1,1,49,48,46,53,51,52,4,740
82,1,0,0,0,0,2,1,54,48,54,57,60,61,2,970
29,1,0,0,0,0,0,0,66,63,57,55,60,56,3,970
42,0,0,1,0,1,0,1,46,57,36,52,40,57,4,0
21,0,0,1,0,1,0,0,34,45,57,36,46,44,2,0
52,0,1,0,1,0,1,1,34,32,43,38,35,40,9,0
92,0,1,0,1,0,1,1,45,42,49,40,28,34,6,0
53,0,1,0,1,0,1,0,35,34,51,42,33,27,8,0
69,1,0,1,0,0,0,0,59,58,63,62,65,49,3,1090
39,0,0,0,1,0,0,1,36,39,32,53,37,51,4,0
7,0,0,0,1,0,0,0,34,33,32,24,31,23,1,0
76,1,1,0,0,0,0,1,64,69,49,58,58,52,0,1020
39,0,0,1,0,1,0,0,46,39,62,57,47,48,2,0
55,0,0,0,0,0,0,1,46,54,44,57,31,47,3,0
25,0,0,0,0,0,0,0,34,48,40,50,42,42,4,0
99,0,0,0,0,1,0,0,61,58,66,64,64,53,5,0
48,1,0,0,1,0,0,1,49,57,49,51,51,52,2,840
19,0,0,0,0,0,0,0,59,57,40,39,44,44,5,0
47,0,0,0,0,1,0,1,47,58,52,62,51,55,1,0
90,1,0,1,0,1,0,1,61,51,48,57,62,59,3,1000
36,1,0,0,0,0,0,0,44,66,61,55,53,55,3,910
43,0,1,0,1,0,2,1,42,44,31,45,38,45,5,0
37,0,1,0,1,0,0,0,36,39,44,53,44,53,2,0
94,0,0,1,0,0,0,1,61,64,60,55,57,54,7,0
80,1,0,0,0,0,0,1,62,52,52,48,46,57,2,690
69,0,1,0,0,0,0,1,59,51,66,63,60,91,1,0
4,0,1,0,0,1,0,0,55,36,65,49,49,46,3,0
94,0,0,0,0,0,0,1,53,54,66,53,58,57,2,0
65,1,0,1,0,0,0,0,59,57,46,60,62,58,2,950
8,0,0,1,0,1,0,0,55,39,50,56,47,49,4,0
77,0,0,0,0,0,0,0,54,55,65,62,62,55,3,0
99,1,0,1,0,1,0,0,56,48,55,52,55,59,2,930
54,0,1,0,0,1,0,0,52,39,48,47,60,54,1,0
34,0,1,0,1,0,0,1,45,52,36,51,47,56,3,0
72,0,0,0,1,0,0,0,49,54,46,47,48,52,1,0
9,0,0,0,1,0,0,0,27,48,36,20,33,42,2,0
91,0,1,0,1,0,2,1,49,36,59,45,38,65,5,0
72,0,0,1,0,1,0,0,56,58,50,55,58,43,1,0
85,0,0,0,0,1,0,1,57,57,45,51,44,43,2,0
55,0,0,0,0,0,0,0,61,45,45,52,44,54,1,0
24,0,0,0,0,0,0,0,37,43,52,39,37,49,2,0
38,0,0,1,0,1,0,1,46,45,46,49,31,51,1,0
70,0,0,1,0,1,0,1,56,52,53,47,47,50,3,0
93,0,0,0,0,1,0,1,68,69,50,65,65,60,2,0
71,1,0,0,0,0,0,0,66,66,61,58,65,54,3,1140
43,0,0,0,1,0,0,0,42,48,46,59,44,55,4,0
95,1,0,0,0,1,0,1,66,72,66,59,65,60,1,1390
92,1,0,0,1,0,0,0,56,51,53,51,60,59,0,700
94,0,0,1,0,1,0,1,64,54,65,59,60,57,1,0
54,1,1,0,1,0,0,1,64,45,54,55,55,59,2,1180
26,1,1,0,0,0,0,0,44,48,56,60,56,50,2,690
12,0,0,0,0,0,1,0,22,42,32,26,37,36,8,0
35,0,1,0,1,0,1,0,34,31,39,21,33,33,7,0
65,0,1,0,0,0,0,1,44,36,43,58,42,52,4,0
77,0,0,1,0,1,0,1,56,51,46,52,44,61,2,0
56,0,0,0,1,0,0,1,59,69,65,59,46,62,1,0
84,0,0,0,1,0,0,0,52,57,44,51,58,51,0,0
43,1,0,1,0,1,0,0,34,42,41,49,47,56,4,700
28,0,0,0,1,0,1,0,41,34,55,47,49,38,3,0
64,1,0,1,0,1,0,0,69,72,48,62,62,60,3,1250
27,0,0,1,0,1,0,0,46,42,52,55,55,46,1,0
35,0,0,1,0,0,0,0,56,51,51,63,58,67,1,0
88,0,1,0,1,0,0,0,46,63,50,61,51,58,3,0
17,1,0,0,1,0,0,1,56,63,66,53,49,56,3,610
50,0,0,0,1,0,0,0,51,66,46,34,44,46,2,0
2,0,0,1,0,1,0,0,44,42,41,37,37,37,4,0
53,0,1,0,1,0,0,0,54,55,51,58,60,52,7,0
55,0,0,1,0,1,0,1,64,58,47,58,53,64,2,0
93,1,0,1,0,1,0,1,59,63,66,61,60,66,3,990
49,0,1,0,1,0,1,1,29,30,32,14,37,27,4,0
20,0,0,0,0,0,0,0,59,54,65,59,60,40,1,0
96,0,1,0,1,0,0,0,49,45,55,51,58,52,0,0
55,0,0,0,1,0,0,0,60,42,55,38,54,47,2,0
87,0,0,0,0,1,0,0,54,66,65,62,64,54,1,0
30,0,0,0,0,1,0,0,49,63,45,61,48,69,4,0
81,1,1,0,1,0,0,0,53,48,53,57,64,58,0,970
13,0,1,0,1,0,1,1,42,34,40,42,41,45,1,0
20,0,0,0,0,1,1,0,37,46,49,44,38,50,5,0
43,0,0,1,0,0,0,1,47,61,63,60,64,52,5,0
8,1,0,1,0,1,1,1,57,57,46,58,58,45,5,950
70,1,0,0,0,0,1,1,54,57,45,52,51,50,4,700
76,0,0,0,0,0,0,0,61,61,59,62,65,52,1,0
62,0,1,0,1,0,2,1,34,42,43,49,38,52,2,0
94,0,0,0,0,0,0,1,54,63,50,56,65,48,5,0
94,1,0,1,0,1,0,1,52,50,60,55,60,46,3,1110
45,0,0,0,1,0,0,0,52,49,44,54,51,54,2,0
98,0,0,0,0,0,0,1,61,69,50,52,59,46,0,0
71,0,0,0,1,0,1,1,49,43,61,50,44,37,3,0
73,1,0,1,0,1,0,0,57,64,66,65,67,57,1,1230
22,0,1,0,0,0,0,0,39,39,40,45,42,46,2,0
44,0,1,0,0,1,0,1,51,49,49,59,58,51,3,0
36,0,0,0,1,0,0,1,42,45,53,32,33,43,2,0
51,0,1,0,1,0,1,1,28,39,34,28,31,39,6,0
76,1,0,0,0,0,0,1,66,66,61,63,58,61,2,1030
61,1,1,0,0,0,0,0,61,50,65,48,53,52,2,940
89,0,0,0,0,0,0,1,63,62,42,55,62,51,4,0
61,1,0,1,0,1,3,0,44,36,49,41,56,49,0,790
30,0,0,1,0,1,0,0,56,63,48,50,60,57,1,0
24,1,0,1,0,1,0,0,64,60,47,59,58,57,2,1080
39,1,0,0,0,0,0,0,54,54,49,57,56,55,3,760
11,1,0,1,0,0,0,0,51,55,64,58,56,50,9,880
95,1,0,1,0,1,0,1,61,58,49,60,58,49,2,1090
99,1,0,1,0,0,0,1,68,66,46,60,62,57,7,1310
35,1,0,1,0,0,1,1,51,52,51,48,43,56,2,700
80,0,1,0,1,0,0,0,51,39,60,65,65,50,4,0
49,1,0,1,1,0,0,0,49,55,50,51,55,57,1,810
62,1,0,1,0,1,0,1,61,55,43,46,55,48,1,770
49,0,1,0,0,0,1,1,51,60,46,59,41,48,2,0
55,1,0,1,0,1,0,0,46,57,38,58,60,65,2,930
47,0,0,1,0,1,0,0,64,63,33,47,51,44,3,0
91,0,1,0,1,0,0,1,54,63,53,56,47,52,5,0
57,0,0,0,1,0,0,0,64,57,46,60,62,65,5,0
14,0,1,0,0,1,0,0,59,38,39,47,53,46,3,0
42,1,0,0,1,0,0,1,56,49,56,61,60,45,4,770
36,0,0,0,0,0,0,0,44,51,35,52,58,48,0,0
32,1,0,1,0,1,0,0,65,66,44,54,52,43,1,890
77,1,0,1,0,1,0,0,68,63,65,62,64,58,3,1120
6,0,1,0,1,0,1,1,37,39,40,30,37,45,5,0
70,1,0,0,1,0,0,0,49,60,54,60,65,52,2,970
20,0,1,0,1,0,1,1,34,39,34,36,37,39,2,0
50,0,1,0,1,0,2,0,31,39,32,47,37,49,4,0
88,1,0,1,0,1,0,0,54,61,51,50,58,50,3,960
34,0,1,0,1,0,0,1,49,51,39,59,51,60,3,0
5,0,1,0,1,0,0,0,44,41,54,54,38,59,2,0
86,0,1,0,1,0,0,1,51,54,57,53,56,53,4,0
89,1,0,0,0,1,3,1,56,62,55,59,60,61,3,940
42,0,1,0,1,0,0,1,56,49,45,47,51,60,4,0
22,0,0,1,0,0,0,0,54,42,33,52,47,51,1,0
42,0,0,0,1,0,0,0,32,39,46,34,33,43,4,0
78,0,0,1,0,1,0,1,64,41,50,62,49,48,6,0
20,0,0,0,0,0,1,1,39,36,46,38,47,38,9,0
51,1,0,1,0,1,0,0,51,42,56,54,57,51,3,730
76,1,0,0,0,1,0,1,56,45,43,59,58,57,1,870
54,1,0,1,0,1,0,0,61,57,55,65,64,45,3,1210
66,1,0,1,0,1,0,0,58,62,54,52,62,41,1,1020
78,1,0,0,0,1,0,0,63,57,60,64,65,63,2,1090
98,1,1,0,0,1,0,0,66,72,65,63,64,60,1,1380
62,1,0,0,0,0,0,0,64,66,50,56,60,60,3,1100
48,0,1,0,1,0,2,0,59,57,52,58,49,48,5,0
20,1,1,0,1,0,1,0,32,33,39,41,33,48,8,460
47,0,1,0,1,0,0,1,44,51,56,53,39,45,2,0
87,0,0,0,0,1,0,1,61,51,61,59,44,75,4,0
85,0,0,1,0,0,0,1,61,57,58,54,57,44,2,0
17,0,1,0,1,0,1,0,33,37,40,41,40,34,10,0
99,0,0,0,0,1,0,0,59,61,58,60,67,48,4,0
71,0,0,0,0,1,0,1,44,51,65,44,55,51,5,0
37,1,0,0,0,1,0,0,64,63,54,61,58,58,3,1040
57,1,0,0,0,1,0,1,64,48,62,58,56,54,6,980
82,0,0,1,0,1,0,1,59,60,66,59,60,62,3,0
95,0,0,1,0,1,0,1,68,69,53,62,67,54,4,0
92,0,0,0,1,0,0,0,49,43,59,54,58,41,4,0
48,0,0,0,0,0,1,1,49,51,39,62,46,48,1,0
55,0,0,0,1,0,1,1,32,42,38,45,31,98,3,0
86,0,0,0,0,1,0,1,54,57,66,57,51,48,2,0
91,1,0,1,0,1,0,0,64,63,42,62,65,62,3,1350
33,0,0,0,0,0,0,0,54,54,64,47,58,44,1,0
23,0,0,0,0,1,0,0,44,45,52,54,46,49,4,0
62,1,0,1,0,1,0,1,56,54,62,55,53,71,3,1060
20,1,0,1,0,0,0,0,59,42,58,52,60,89,3,900
58,0,0,1,0,1,0,0,61,55,56,60,55,60,3,0
11,1,0,1,0,1,0,0,44,45,46,57,58,66,3,760
88,1,0,1,0,1,1,1,56,54,53,47,51,45,2,780
57,0,0,1,0,0,0,1,56,54,50,52,53,45,8,0
12,0,1,0,0,0,0,1,34,39,60,38,37,46,2,0
84,0,0,0,1,0,0,1,59,42,59,49,53,91,4,0
73,1,0,1,0,1,0,1,56,49,45,60,51,55,2,940
70,0,1,0,1,0,2,0,45,36,42,42,51,54,0,0
13,0,0,0,0,1,1,1,33,33,40,43,36,36,4,0
53,0,0,0,0,0,0,0,59,39,38,61,49,48,3,0
44,0,0,1,0,1,0,0,51,51,43,53,53,52,4,0
42,1,0,0,0,1,0,0,54,45,53,58,60,52,0,940
76,0,1,0,0,0,0,1,44,51,51,54,46,55,6,0
24,0,0,0,0,0,2,1,34,40,42,41,34,47,5,0
79,0,1,0,1,0,0,0,37,42,66,49,47,43,5,0
9,0,0,0,1,0,0,0,54,52,38,60,56,38,7,0
97,0,0,0,1,0,0,0,54,52,44,50,64,49,1,0
57,0,1,0,0,1,0,1,46,39,37,51,46,57,3,0
98,1,0,1,0,0,0,1,66,72,57,55,64,68,1,1090
41,0,0,0,0,0,0,0,42,39,61,45,51,46,2,0
85,1,0,1,0,1,0,1,61,66,57,47,47,68,1,1050
74,1,0,0,0,0,0,0,61,63,66,59,65,59,2,1220
82,1,0,0,0,0,0,0,59,54,57,55,56,62,1,940
93,0,1,0,1,0,2,1,54,42,54,35,47,47,12,0
61,0,0,0,1,0,0,0,54,55,47,56,65,53,3,0
74,0,0,0,0,1,0,0,59,57,58,43,65,54,3,0
91,1,0,1,0,1,0,0,56,58,65,62,65,60,1,1090
81,0,0,0,0,1,0,1,56,51,62,42,40,42,4,0
67,1,0,1,0,1,0,0,54,46,40,48,51,40,5,680
73,0,0,1,1,0,0,1,39,48,55,45,42,56,4,0
59,0,0,1,0,0,0,0,61,69,58,63,58,46,2,0
0,0,1,0,1,0,0,1,34,43,46,54,31,33,2,0
19,0,0,1,0,1,0,0,54,45,64,57,42,52,1,0
85,0,0,0,0,0,0,1,46,45,65,50,55,23,4,0
86,1,0,1,0,0,0,0,61,69,50,59,61,45,2,1030
74,1,0,1,0,1,0,1,39,54,60,53,58,56,5,730
78,1,0,0,0,0,0,1,59,69,61,64,62,47,4,970
88,0,0,1,0,1,0,0,61,69,48,62,62,41,4,0
72,1,0,1,0,1,0,0,59,51,66,43,58,54,2,1020
63,0,0,0,0,1,0,1,36,45,50,59,56,61,1,0
78,0,0,0,1,0,2,1,48,61,66,54,61,52,4,0
93,1,0,0,1,0,1,0,42,42,65,57,60,50,4,670
80,1,0,0,0,0,0,1,61,59,54,59,65,55,2,970
82,1,0,0,0,1,0,0,54,57,34,57,62,47,3,920
92,1,1,0,1,0,0,0,68,66,61,60,67,51,1,1200
96,1,0,1,0,0,0,0,61,69,43,45,62,40,2,1040
82,1,0,0,0,0,1,1,54,57,58,50,50,52,0,860
94,1,0,0,0,0,0,0,54,57,62,65,67,55,2,1210
67,1,0,1,0,1,0,1,59,57,48,45,49,55,1,840
20,0,0,0,1,0,0,0,34,37,34,57,40,47,4,0
99,1,0,0,0,0,1,0,51,51,55,51,51,54,2,650
88,1,0,0,0,1,0,1,64,72,56,62,64,41,2,1200
95,1,0,1,0,1,0,0,62,69,61,58,67,75,8,1370
20,0,1,0,1,0,2,0,48,33,66,54,39,72,3,0
34,1,0,0,0,1,0,1,54,60,35,47,51,56,1,810
50,0,1,0,1,0,0,0,42,42,43,30,38,51,3,0
96,1,0,1,0,1,0,0,56,66,59,59,65,61,2,1100
72,0,1,0,0,0,0,1,54,51,56,56,56,42,3,0
17,0,1,0,1,0,0,1,42,42,44,42,47,49,3,0
59,0,0,0,1,0,0,1,44,46,51,56,46,49,5,0
20,0,1,0,1,0,1,1,39,36,34,49,31,51,8,0
12,0,0,0,1,0,0,0,37,43,33,42,40,31,1,0
72,1,0,0,0,1,0,0,61,61,45,51,62,43,2,1240
98,1,0,0,1,0,0,1,50,48,60,60,65,64,1,980
94,1,0,0,0,1,0,1,61,54,66,59,65,55,4,1030
88,1,0,1,0,1,0,0,68,61,56,63,62,53,2,1220
27,0,1,0,1,0,0,1,42,45,30,53,38,52,1,0
81,1,0,0,0,1,0,0,59,49,64,52,64,58,3,850
80,1,0,1,0,1,0,1,54,57,66,57,56,59,5,1020
80,1,0,1,0,1,0,0,56,57,60,55,67,67,1,1120
77,0,0,1,0,1,0,0,49,54,62,53,51,36,5,0
74,0,0,0,1,0,0,1,55,54,65,65,65,58,3,0
55,1,0,0,0,0,0,0,61,54,41,53,56,57,0,960
55,0,0,0,1,0,0,1,59,60,42,52,31,55,5,0
90,0,0,1,1,0,2,1,54,55,46,51,58,51,3,0
33,0,1,0,1,0,0,1,61,66,38,55,46,53,3,0
10,0,0,0,1,0,0,0,35,48,30,34,33,40,2,0
91,1,0,1,0,1,0,0,66,66,65,64,65,57,1,1200
52,0,0,1,0,1,0,1,53,51,46,61,56,58,2,0
66,1,0,0,0,0,1,0,39,58,49,45,55,38,2,700
0,0,0,1,0,1,1,0,37,45,40,34,30,33,7,0
31,0,0,1,1,0,0,0,54,42,66,57,51,46,0,0
52,0,0,0,0,0,0,0,56,42,66,51,49,70,2,0
83,0,1,0,0,1,0,0,66,66,62,61,62,51,1,0
99,1,0,1,0,1,0,1,64,63,55,63,60,67,2,1060
83,0,1,0,1,0,0,1,61,48,61,58,56,54,3,0
28,1,1,0,1,0,2,0,40,45,61,48,39,52,2,670
86,0,0,0,1,0,1,1,46,48,37,51,37,56,5,0
59,1,0,1,1,0,0,1,54,58,60,49,58,59,4,900
75,0,0,1,0,1,1,1,40,36,36,42,38,39,5,0
96,0,1,0,0,1,0,1,61,69,61,50,60,56,9,0
79,0,0,0,0,0,0,0,56,54,51,59,65,45,1,0
66,1,0,0,1,0,0,0,64,54,43,55,64,55,1,1080
52,0,0,1,0,0,0,0,43,46,47,34,40,45,1,0
51,0,1,0,1,0,0,1,37,34,57,34,37,51,5,0
51,0,0,1,0,0,0,0,59,54,64,62,51,51,5,0
90,1,1,0,0,1,0,1,59,63,64,59,65,60,1,1210
72,1,0,1,0,1,0,0,59,72,52,55,60,55,1,1120
73,1,0,0,1,0,0,1,56,47,64,60,65,65,8,960
6,0,1,0,1,0,2,1,29,36,32,30,33,37,4,0
68,0,1,0,1,0,0,1,56,42,62,63,58,92,2,0
85,1,0,1,0,1,0,0,51,45,59,59,62,49,3,820
50,0,0,0,0,0,0,0,61,60,42,53,64,55,3,0
77,0,0,0,0,0,0,1,58,57,64,65,56,50,6,0
92,0,0,1,0,1,0,1,51,57,60,59,60,63,4,0
41,0,0,1,0,1,1,1,51,51,48,41,46,49,2,0
73,1,0,0,0,0,0,0,59,54,66,59,62,67,1,1040
86,1,0,1,0,1,0,0,62,72,58,59,56,50,4,1270
95,1,1,0,1,0,0,1,64,58,50,51,67,56,3,1060
56,1,0,0,0,0,0,1,56,64,60,52,55,49,1,820
61,1,0,1,0,1,1,0,68,69,38,56,67,45,2,1180
83,1,0,1,0,1,0,1,43,59,43,57,55,46,3,760
56,0,0,0,0,0,0,1,37,42,42,47,38,60,1,0
91,1,1,0,1,0,0,1,62,58,36,54,47,41,6,1270
38,1,1,0,1,0,0,0,54,54,55,50,53,55,0,950
64,0,1,0,0,0,0,0,51,54,48,47,50,40,7,0
92,0,0,1,0,1,0,1,56,54,65,57,58,65,1,0
7,1,0,0,1,0,0,1,54,47,49,57,56,57,7,660
24,0,0,0,0,0,0,0,56,66,42,57,56,45,2,0
74,1,0,0,0,0,0,1,49,48,55,57,56,53,2,760
95,1,0,1,0,1,0,0,66,69,42,63,67,59,4,1400
95,0,0,1,0,1,0,0,59,51,58,50,67,47,3,0
90,1,0,0,1,0,0,0,51,45,66,47,63,47,3,810
46,0,0,0,0,0,2,0,59,48,53,35,44,35,5,0
53,1,1,0,0,0,0,1,55,44,55,56,65,60,9,750
28,0,1,0,1,0,0,0,32,33,47,32,37,45,5,0
72,1,0,1,0,1,0,1,59,60,64,52,42,43,1,880
20,1,0,1,0,1,0,0,40,51,49,59,51,54,2,610
90,1,0,1,0,1,0,1,68,72,46,53,65,58,1,1260
25,0,1,0,0,1,1,1,35,40,36,20,33,27,6,0
55,1,0,0,0,0,0,1,56,54,36,54,49,50,3,810
33,1,0,1,0,0,0,1,52,44,44,64,46,51,1,720
74,0,0,1,1,0,1,1,37,45,65,51,47,69,5,0
89,0,0,0,0,1,0,1,61,54,59,57,62,61,3,0
95,0,0,1,0,1,0,1,61,63,64,52,62,51,2,0
93,0,0,0,1,0,0,1,38,51,55,48,38,47,2,0
25,0,0,0,0,1,0,0,49,54,47,49,40,22,5,0
49,0,0,1,1,0,0,0,56,51,56,53,67,44,5,0
62,0,0,0,1,0,0,1,59,57,62,53,53,54,5,0
93,0,1,0,1,0,0,1,56,60,54,53,56,48,1,0
43,0,1,0,0,1,0,0,42,42,48,53,62,53,2,0
74,1,0,0,0,0,0,0,51,63,43,51,51,45,2,840
9,0,0,1,0,0,2,0,40,48,48,51,44,54,5,0
74,0,0,1,0,1,0,0,52,53,49,57,58,53,2,0
86,0,1,0,0,0,0,1,41,45,51,60,56,64,5,0
32,0,0,0,0,0,0,0,54,45,45,43,40,45,1,0
98,1,1,0,0,1,0,1,56,58,54,55,55,67,2,1030
84,0,1,0,0,1,0,1,56,51,42,53,51,50,6,0
66,0,0,1,0,1,0,0,59,63,49,49,56,52,3,0
38,0,0,1,0,1,0,0,46,51,56,54,42,47,1,0
36,0,0,0,0,0,0,1,46,63,53,32,44,32,4,0
99,0,1,0,1,0,0,1,59,64,65,59,67,50,2,0
25,0,0,0,0,1,0,0,49,48,50,49,58,50,2,0
91,1,0,1,0,0,0,1,62,64,62,63,65,57,1,1240
9,0,1,0,1,0,0,1,35,45,36,42,37,35,5,0
37,0,1,0,1,0,0,0,54,60,50,59,56,46,2,0
40,1,1,0,1,0,0,0,54,49,52,62,65,48,4,960
70,1,0,1,0,0,0,1,51,48,45,58,46,47,1,660
86,1,0,1,0,1,0,0,59,72,54,57,67,55,1,1130
68,0,1,0,1,0,0,1,44,61,53,48,35,48,0,0
65,1,0,0,0,0,0,0,49,54,47,57,60,54,6,880
